actual,assigned,Actual,ALGO,NAÏVE,,,Error,
-1,1.0166962,FALSE,TRUE,TRUE,0,0,1,
1,1.051629,TRUE,TRUE,TRUE,0,0,0,
1,1.0109685,TRUE,TRUE,TRUE,0,0,0,
1,0.96509056,TRUE,TRUE,TRUE,0,0,0,
1,0.9876089,TRUE,TRUE,TRUE,0,0,0,
-1,-0.14332704,FALSE,FALSE,TRUE,0,1,0,
1,0.91848677,TRUE,TRUE,TRUE,0,0,0,
1,0.76867875,TRUE,TRUE,TRUE,0,0,0,
-1,1.0176415,FALSE,TRUE,TRUE,0,0,1,
1,0.21093289,TRUE,TRUE,TRUE,0,0,0,
1,0.95519204,TRUE,TRUE,TRUE,0,0,0,
1,1.0878605,TRUE,TRUE,TRUE,0,0,0,
1,0.99515836,TRUE,TRUE,TRUE,0,0,0,
1,0.71949088,TRUE,TRUE,TRUE,0,0,0,
1,0.95871557,TRUE,TRUE,TRUE,0,0,0,
1,1.0393552,TRUE,TRUE,TRUE,0,0,0,
1,0.83004263,TRUE,TRUE,TRUE,0,0,0,
1,0.22553981,TRUE,TRUE,TRUE,0,0,0,
-1,0.67433631,FALSE,TRUE,TRUE,0,0,1,
-1,0.96777178,FALSE,TRUE,TRUE,0,0,1,
1,0.41645745,TRUE,TRUE,TRUE,0,0,0,
1,1.0432646,TRUE,TRUE,TRUE,0,0,0,
1,0.87839093,TRUE,TRUE,TRUE,0,0,0,
1,0.77660881,TRUE,TRUE,TRUE,0,0,0,
-1,0.84574609,FALSE,TRUE,TRUE,0,0,1,
1,0.94076845,TRUE,TRUE,TRUE,0,0,0,
-1,0.92713974,FALSE,TRUE,TRUE,0,0,1,
1,1.0012609,TRUE,TRUE,TRUE,0,0,0,
-1,0.67545066,FALSE,TRUE,TRUE,0,0,1,
1,0.90606857,TRUE,TRUE,TRUE,0,0,0,
1,0.9446321,TRUE,TRUE,TRUE,0,0,0,
1,0.97280513,TRUE,TRUE,TRUE,0,0,0,
1,0.99219129,TRUE,TRUE,TRUE,0,0,0,
1,1.0974899,TRUE,TRUE,TRUE,0,0,0,
-1,1.1086485,FALSE,TRUE,TRUE,0,0,1,
1,0.93997212,TRUE,TRUE,TRUE,0,0,0,
1,0.26887749,TRUE,TRUE,TRUE,0,0,0,
1,1.0816451,TRUE,TRUE,TRUE,0,0,0,
1,0.95672076,TRUE,TRUE,TRUE,0,0,0,
1,0.95296256,TRUE,TRUE,TRUE,0,0,0,
-1,0.98244648,FALSE,TRUE,TRUE,0,0,1,
1,0.23422085,TRUE,TRUE,TRUE,0,0,0,
1,1.073857,TRUE,TRUE,TRUE,0,0,0,
-1,0.98526813,FALSE,TRUE,TRUE,0,0,1,
-1,0.32037035,FALSE,TRUE,TRUE,0,0,1,
-1,0.86607788,FALSE,TRUE,TRUE,0,0,1,
1,1.080234,TRUE,TRUE,TRUE,0,0,0,
1,0.74830383,TRUE,TRUE,TRUE,0,0,0,
1,0.87921361,TRUE,TRUE,TRUE,0,0,0,
1,1.0119069,TRUE,TRUE,TRUE,0,0,0,
-1,0.92443115,FALSE,TRUE,TRUE,0,0,1,
1,0.26398479,TRUE,TRUE,TRUE,0,0,0,
1,0.69448174,TRUE,TRUE,TRUE,0,0,0,
-1,1.0374826,FALSE,TRUE,TRUE,0,0,1,
1,0.92614521,TRUE,TRUE,TRUE,0,0,0,
-1,0.54209434,FALSE,TRUE,TRUE,0,0,1,
1,1.0352738,TRUE,TRUE,TRUE,0,0,0,
1,0.94301966,TRUE,TRUE,TRUE,0,0,0,
1,0.96658417,TRUE,TRUE,TRUE,0,0,0,
-1,0.251569,FALSE,TRUE,TRUE,0,0,1,
-1,0.76279195,FALSE,TRUE,TRUE,0,0,1,
1,1.0371452,TRUE,TRUE,TRUE,0,0,0,
1,1.0468449,TRUE,TRUE,TRUE,0,0,0,
1,1.0404414,TRUE,TRUE,TRUE,0,0,0,
1,0.10554975,TRUE,TRUE,TRUE,0,0,0,
1,-0.16937205,TRUE,FALSE,TRUE,1,0,1,
-1,1.1334228,FALSE,TRUE,TRUE,0,0,1,
1,0.96263084,TRUE,TRUE,TRUE,0,0,0,
1,0.90427186,TRUE,TRUE,TRUE,0,0,0,
1,1.0011141,TRUE,TRUE,TRUE,0,0,0,
1,0.93462105,TRUE,TRUE,TRUE,0,0,0,
-1,0.78765234,FALSE,TRUE,TRUE,0,0,1,
-1,0.69429082,FALSE,TRUE,TRUE,0,0,1,
1,-3.5177319,TRUE,FALSE,TRUE,1,0,1,
-1,1.0124112,FALSE,TRUE,TRUE,0,0,1,
-1,0.721059,FALSE,TRUE,TRUE,0,0,1,
1,0.9022245,TRUE,TRUE,TRUE,0,0,0,
1,0.99532862,TRUE,TRUE,TRUE,0,0,0,
1,0.95175617,TRUE,TRUE,TRUE,0,0,0,
1,1.0307753,TRUE,TRUE,TRUE,0,0,0,
1,0.97054656,TRUE,TRUE,TRUE,0,0,0,
1,1.0658802,TRUE,TRUE,TRUE,0,0,0,
1,1.0484776,TRUE,TRUE,TRUE,0,0,0,
1,1.086263,TRUE,TRUE,TRUE,0,0,0,
1,1.0560985,TRUE,TRUE,TRUE,0,0,0,
1,0.80662321,TRUE,TRUE,TRUE,0,0,0,
1,0.96203739,TRUE,TRUE,TRUE,0,0,0,
-1,1.0191034,FALSE,TRUE,TRUE,0,0,1,
1,0.90369336,TRUE,TRUE,TRUE,0,0,0,
1,0.96455899,TRUE,TRUE,TRUE,0,0,0,
-1,1.0036446,FALSE,TRUE,TRUE,0,0,1,
-1,0.90828083,FALSE,TRUE,TRUE,0,0,1,
1,-1.3239952,TRUE,FALSE,TRUE,1,0,1,
1,0.86326125,TRUE,TRUE,TRUE,0,0,0,
-1,0.81322807,FALSE,TRUE,TRUE,0,0,1,
1,1.0865254,TRUE,TRUE,TRUE,0,0,0,
-1,0.96595559,FALSE,TRUE,TRUE,0,0,1,
-1,0.37025545,FALSE,TRUE,TRUE,0,0,1,
-1,1.0465279,FALSE,TRUE,TRUE,0,0,1,
1,0.87584042,TRUE,TRUE,TRUE,0,0,0,
-1,0.9740266,FALSE,TRUE,TRUE,0,0,1,
1,0.53889791,TRUE,TRUE,TRUE,0,0,0,
1,1.1218437,TRUE,TRUE,TRUE,0,0,0,
1,1.0289182,TRUE,TRUE,TRUE,0,0,0,
1,1.0516426,TRUE,TRUE,TRUE,0,0,0,
1,1.045824,TRUE,TRUE,TRUE,0,0,0,
1,0.85521292,TRUE,TRUE,TRUE,0,0,0,
1,0.97744308,TRUE,TRUE,TRUE,0,0,0,
1,1.0290409,TRUE,TRUE,TRUE,0,0,0,
-1,0.60828225,FALSE,TRUE,TRUE,0,0,1,
1,1.0048197,TRUE,TRUE,TRUE,0,0,0,
1,0.82076686,TRUE,TRUE,TRUE,0,0,0,
-1,1.239025,FALSE,TRUE,TRUE,0,0,1,
-1,1.030162,FALSE,TRUE,TRUE,0,0,1,
-1,0.72120017,FALSE,TRUE,TRUE,0,0,1,
1,0.8862645,TRUE,TRUE,TRUE,0,0,0,
1,0.96431508,TRUE,TRUE,TRUE,0,0,0,
-1,-0.25784452,FALSE,FALSE,TRUE,0,1,0,
1,0.7594634,TRUE,TRUE,TRUE,0,0,0,
1,0.79465545,TRUE,TRUE,TRUE,0,0,0,
-1,0.93716366,FALSE,TRUE,TRUE,0,0,1,
-1,0.93344658,FALSE,TRUE,TRUE,0,0,1,
1,0.43737411,TRUE,TRUE,TRUE,0,0,0,
-1,1.0402543,FALSE,TRUE,TRUE,0,0,1,
1,0.73301089,TRUE,TRUE,TRUE,0,0,0,
-1,1.1187409,FALSE,TRUE,TRUE,0,0,1,
1,1.0281012,TRUE,TRUE,TRUE,0,0,0,
1,0.87722531,TRUE,TRUE,TRUE,0,0,0,
-1,0.96033217,FALSE,TRUE,TRUE,0,0,1,
1,0.45325083,TRUE,TRUE,TRUE,0,0,0,
1,0.99602772,TRUE,TRUE,TRUE,0,0,0,
1,1.0559342,TRUE,TRUE,TRUE,0,0,0,
-1,1.0327864,FALSE,TRUE,TRUE,0,0,1,
-1,0.97416575,FALSE,TRUE,TRUE,0,0,1,
1,1.0390711,TRUE,TRUE,TRUE,0,0,0,
1,0.56305648,TRUE,TRUE,TRUE,0,0,0,
1,1.0445606,TRUE,TRUE,TRUE,0,0,0,
1,1.0260223,TRUE,TRUE,TRUE,0,0,0,
1,0.95889033,TRUE,TRUE,TRUE,0,0,0,
1,0.98080522,TRUE,TRUE,TRUE,0,0,0,
1,0.47388926,TRUE,TRUE,TRUE,0,0,0,
1,0.98184224,TRUE,TRUE,TRUE,0,0,0,
1,0.93915048,TRUE,TRUE,TRUE,0,0,0,
1,0.51055037,TRUE,TRUE,TRUE,0,0,0,
1,0.76212542,TRUE,TRUE,TRUE,0,0,0,
1,0.58518368,TRUE,TRUE,TRUE,0,0,0,
-1,0.89037722,FALSE,TRUE,TRUE,0,0,1,
1,0.99477659,TRUE,TRUE,TRUE,0,0,0,
1,0.81268168,TRUE,TRUE,TRUE,0,0,0,
-1,1.010976,FALSE,TRUE,TRUE,0,0,1,
-1,1.0372516,FALSE,TRUE,TRUE,0,0,1,
-1,1.0882308,FALSE,TRUE,TRUE,0,0,1,
-1,0.96100384,FALSE,TRUE,TRUE,0,0,1,
-1,1.0378235,FALSE,TRUE,TRUE,0,0,1,
1,1.0281254,TRUE,TRUE,TRUE,0,0,0,
1,1.035499,TRUE,TRUE,TRUE,0,0,0,
1,1.0756027,TRUE,TRUE,TRUE,0,0,0,
-1,0.76702153,FALSE,TRUE,TRUE,0,0,1,
-1,0.73157503,FALSE,TRUE,TRUE,0,0,1,
1,0.50299778,TRUE,TRUE,TRUE,0,0,0,
-1,0.98037257,FALSE,TRUE,TRUE,0,0,1,
1,0.66897417,TRUE,TRUE,TRUE,0,0,0,
1,1.0028153,TRUE,TRUE,TRUE,0,0,0,
-1,0.91744472,FALSE,TRUE,TRUE,0,0,1,
1,0.99830283,TRUE,TRUE,TRUE,0,0,0,
1,1.0205864,TRUE,TRUE,TRUE,0,0,0,
1,0.61814649,TRUE,TRUE,TRUE,0,0,0,
1,1.0260076,TRUE,TRUE,TRUE,0,0,0,
-1,0.98934523,FALSE,TRUE,TRUE,0,0,1,
-1,1.0318628,FALSE,TRUE,TRUE,0,0,1,
1,0.96704466,TRUE,TRUE,TRUE,0,0,0,
-1,0.70996818,FALSE,TRUE,TRUE,0,0,1,
-1,1.0183855,FALSE,TRUE,TRUE,0,0,1,
-1,1.0562046,FALSE,TRUE,TRUE,0,0,1,
1,0.81262696,TRUE,TRUE,TRUE,0,0,0,
1,0.89905414,TRUE,TRUE,TRUE,0,0,0,
1,0.98974686,TRUE,TRUE,TRUE,0,0,0,
1,0.96745591,TRUE,TRUE,TRUE,0,0,0,
1,0.77917566,TRUE,TRUE,TRUE,0,0,0,
1,1.0269746,TRUE,TRUE,TRUE,0,0,0,
1,1.0462079,TRUE,TRUE,TRUE,0,0,0,
1,1.0170597,TRUE,TRUE,TRUE,0,0,0,
1,0.94625464,TRUE,TRUE,TRUE,0,0,0,
-1,0.59198806,FALSE,TRUE,TRUE,0,0,1,
1,1.0446821,TRUE,TRUE,TRUE,0,0,0,
1,1.0344107,TRUE,TRUE,TRUE,0,0,0,
1,0.70664195,TRUE,TRUE,TRUE,0,0,0,
1,1.090139,TRUE,TRUE,TRUE,0,0,0,
1,0.96858929,TRUE,TRUE,TRUE,0,0,0,
1,1.0117145,TRUE,TRUE,TRUE,0,0,0,
1,0.96753792,TRUE,TRUE,TRUE,0,0,0,
-1,0.25258308,FALSE,TRUE,TRUE,0,0,1,
1,0.75467008,TRUE,TRUE,TRUE,0,0,0,
1,1.0604439,TRUE,TRUE,TRUE,0,0,0,
1,0.89056383,TRUE,TRUE,TRUE,0,0,0,
-1,0.72691153,FALSE,TRUE,TRUE,0,0,1,
1,0.92318004,TRUE,TRUE,TRUE,0,0,0,
-1,0.80372654,FALSE,TRUE,TRUE,0,0,1,
1,0.98954993,TRUE,TRUE,TRUE,0,0,0,
1,0.73366225,TRUE,TRUE,TRUE,0,0,0,
1,0.97876607,TRUE,TRUE,TRUE,0,0,0,
1,1.1598785,TRUE,TRUE,TRUE,0,0,0,
-1,1.0151171,FALSE,TRUE,TRUE,0,0,1,
-1,1.0115939,FALSE,TRUE,TRUE,0,0,1,
1,1.0171017,TRUE,TRUE,TRUE,0,0,0,
1,0.65363297,TRUE,TRUE,TRUE,0,0,0,
1,0.91591291,TRUE,TRUE,TRUE,0,0,0,
1,0.90839159,TRUE,TRUE,TRUE,0,0,0,
1,0.99789637,TRUE,TRUE,TRUE,0,0,0,
-1,1.0681848,FALSE,TRUE,TRUE,0,0,1,
1,0.89111558,TRUE,TRUE,TRUE,0,0,0,
1,1.0318458,TRUE,TRUE,TRUE,0,0,0,
-1,1.2288134,FALSE,TRUE,TRUE,0,0,1,
1,0.92923875,TRUE,TRUE,TRUE,0,0,0,
-1,0.60201482,FALSE,TRUE,TRUE,0,0,1,
-1,0.93840011,FALSE,TRUE,TRUE,0,0,1,
1,1.0098756,TRUE,TRUE,TRUE,0,0,0,
-1,0.890992,FALSE,TRUE,TRUE,0,0,1,
1,0.74656731,TRUE,TRUE,TRUE,0,0,0,
1,1.028954,TRUE,TRUE,TRUE,0,0,0,
1,1.0090164,TRUE,TRUE,TRUE,0,0,0,
1,0.98034821,TRUE,TRUE,TRUE,0,0,0,
1,0.99862188,TRUE,TRUE,TRUE,0,0,0,
1,0.092894393,TRUE,TRUE,TRUE,0,0,0,
1,0.98455383,TRUE,TRUE,TRUE,0,0,0,
-1,0.92852016,FALSE,TRUE,TRUE,0,0,1,
1,1.0549047,TRUE,TRUE,TRUE,0,0,0,
-1,0.99017712,FALSE,TRUE,TRUE,0,0,1,
1,1.0890694,TRUE,TRUE,TRUE,0,0,0,
-1,0.35811656,FALSE,TRUE,TRUE,0,0,1,
1,1.0517088,TRUE,TRUE,TRUE,0,0,0,
1,0.67724523,TRUE,TRUE,TRUE,0,0,0,
1,1.0280305,TRUE,TRUE,TRUE,0,0,0,
-1,1.0909795,FALSE,TRUE,TRUE,0,0,1,
1,0.98665156,TRUE,TRUE,TRUE,0,0,0,
1,0.95930688,TRUE,TRUE,TRUE,0,0,0,
1,1.0968556,TRUE,TRUE,TRUE,0,0,0,
-1,1.0447274,FALSE,TRUE,TRUE,0,0,1,
-1,0.95995181,FALSE,TRUE,TRUE,0,0,1,
1,1.0352418,TRUE,TRUE,TRUE,0,0,0,
1,0.86955949,TRUE,TRUE,TRUE,0,0,0,
1,0.089120145,TRUE,TRUE,TRUE,0,0,0,
-1,0.98870728,FALSE,TRUE,TRUE,0,0,1,
1,0.68865033,TRUE,TRUE,TRUE,0,0,0,
1,0.08899476,TRUE,TRUE,TRUE,0,0,0,
1,1.0329991,TRUE,TRUE,TRUE,0,0,0,
-1,0.99675475,FALSE,TRUE,TRUE,0,0,1,
1,1.0044576,TRUE,TRUE,TRUE,0,0,0,
1,0.86092363,TRUE,TRUE,TRUE,0,0,0,
1,0.82051919,TRUE,TRUE,TRUE,0,0,0,
1,1.0305927,TRUE,TRUE,TRUE,0,0,0,
-1,0.88432539,FALSE,TRUE,TRUE,0,0,1,
1,0.93806193,TRUE,TRUE,TRUE,0,0,0,
-1,0.97397905,FALSE,TRUE,TRUE,0,0,1,
1,0.9473792,TRUE,TRUE,TRUE,0,0,0,
1,1.0185559,TRUE,TRUE,TRUE,0,0,0,
1,1.0442379,TRUE,TRUE,TRUE,0,0,0,
1,1.0004893,TRUE,TRUE,TRUE,0,0,0,
1,1.0367409,TRUE,TRUE,TRUE,0,0,0,
1,-0.87176217,TRUE,FALSE,TRUE,1,0,1,
1,0.95936785,TRUE,TRUE,TRUE,0,0,0,
-1,0.97499791,FALSE,TRUE,TRUE,0,0,1,
1,0.86542566,TRUE,TRUE,TRUE,0,0,0,
1,0.94837234,TRUE,TRUE,TRUE,0,0,0,
1,0.32090099,TRUE,TRUE,TRUE,0,0,0,
1,-0.35279877,TRUE,FALSE,TRUE,1,0,1,
-1,1.0056496,FALSE,TRUE,TRUE,0,0,1,
1,1.0536405,TRUE,TRUE,TRUE,0,0,0,
1,1.0174028,TRUE,TRUE,TRUE,0,0,0,
-1,0.91135221,FALSE,TRUE,TRUE,0,0,1,
1,0.972133,TRUE,TRUE,TRUE,0,0,0,
-1,0.96505218,FALSE,TRUE,TRUE,0,0,1,
1,1.1776904,TRUE,TRUE,TRUE,0,0,0,
1,0.89641687,TRUE,TRUE,TRUE,0,0,0,
1,-0.24948086,TRUE,FALSE,TRUE,1,0,1,
1,0.91802049,TRUE,TRUE,TRUE,0,0,0,
1,1.0513525,TRUE,TRUE,TRUE,0,0,0,
1,1.0778437,TRUE,TRUE,TRUE,0,0,0,
-1,0.9765377,FALSE,TRUE,TRUE,0,0,1,
-1,0.99505328,FALSE,TRUE,TRUE,0,0,1,
-1,0.76893957,FALSE,TRUE,TRUE,0,0,1,
1,0.83452504,TRUE,TRUE,TRUE,0,0,0,
1,-0.14459054,TRUE,FALSE,TRUE,1,0,1,
1,0.95310515,TRUE,TRUE,TRUE,0,0,0,
1,0.98919946,TRUE,TRUE,TRUE,0,0,0,
1,1.0084877,TRUE,TRUE,TRUE,0,0,0,
1,0.97942218,TRUE,TRUE,TRUE,0,0,0,
1,0.98287759,TRUE,TRUE,TRUE,0,0,0,
1,1.0455371,TRUE,TRUE,TRUE,0,0,0,
1,1.0257725,TRUE,TRUE,TRUE,0,0,0,
-1,1.0269783,FALSE,TRUE,TRUE,0,0,1,
-1,0.9378125,FALSE,TRUE,TRUE,0,0,1,
1,0.88788726,TRUE,TRUE,TRUE,0,0,0,
-1,1.088997,FALSE,TRUE,TRUE,0,0,1,
1,-0.79484934,TRUE,FALSE,TRUE,1,0,1,
-1,0.67474555,FALSE,TRUE,TRUE,0,0,1,
1,0.87004556,TRUE,TRUE,TRUE,0,0,0,
1,-0.27054828,TRUE,FALSE,TRUE,1,0,1,
-1,0.60978066,FALSE,TRUE,TRUE,0,0,1,
1,1.0368625,TRUE,TRUE,TRUE,0,0,0,
1,1.0259954,TRUE,TRUE,TRUE,0,0,0,
-1,0.39344829,FALSE,TRUE,TRUE,0,0,1,
1,0.64911195,TRUE,TRUE,TRUE,0,0,0,
-1,0.7337338,FALSE,TRUE,TRUE,0,0,1,
1,0.79417457,TRUE,TRUE,TRUE,0,0,0,
1,1.0442495,TRUE,TRUE,TRUE,0,0,0,
-1,1.0039769,FALSE,TRUE,TRUE,0,0,1,
1,1.0354206,TRUE,TRUE,TRUE,0,0,0,
1,0.98084307,TRUE,TRUE,TRUE,0,0,0,
-1,0.24864402,FALSE,TRUE,TRUE,0,0,1,
-1,-0.72466814,FALSE,FALSE,TRUE,0,1,0,
-1,1.0622726,FALSE,TRUE,TRUE,0,0,1,
1,1.0427195,TRUE,TRUE,TRUE,0,0,0,
1,1.0226963,TRUE,TRUE,TRUE,0,0,0,
1,-0.28008676,TRUE,FALSE,TRUE,1,0,1,
1,1.0054042,TRUE,TRUE,TRUE,0,0,0,
-1,0.9681259,FALSE,TRUE,TRUE,0,0,1,
1,0.99528153,TRUE,TRUE,TRUE,0,0,0,
-1,-0.26142092,FALSE,FALSE,TRUE,0,1,0,
1,0.90001649,TRUE,TRUE,TRUE,0,0,0,
-1,1.076336,FALSE,TRUE,TRUE,0,0,1,
1,1.0560308,TRUE,TRUE,TRUE,0,0,0,
1,0.97303598,TRUE,TRUE,TRUE,0,0,0,
1,1.0284069,TRUE,TRUE,TRUE,0,0,0,
-1,1.012818,FALSE,TRUE,TRUE,0,0,1,
1,1.0509224,TRUE,TRUE,TRUE,0,0,0,
-1,1.0045499,FALSE,TRUE,TRUE,0,0,1,
1,0.95522591,TRUE,TRUE,TRUE,0,0,0,
1,0.60054158,TRUE,TRUE,TRUE,0,0,0,
1,0.90317385,TRUE,TRUE,TRUE,0,0,0,
1,0.9281974,TRUE,TRUE,TRUE,0,0,0,
-1,1.0216664,FALSE,TRUE,TRUE,0,0,1,
-1,1.0118169,FALSE,TRUE,TRUE,0,0,1,
1,1.0338144,TRUE,TRUE,TRUE,0,0,0,
1,0.96159806,TRUE,TRUE,TRUE,0,0,0,
1,0.83534737,TRUE,TRUE,TRUE,0,0,0,
-1,0.51156384,FALSE,TRUE,TRUE,0,0,1,
-1,1.0513132,FALSE,TRUE,TRUE,0,0,1,
-1,1.0267389,FALSE,TRUE,TRUE,0,0,1,
-1,0.68469323,FALSE,TRUE,TRUE,0,0,1,
1,0.99683701,TRUE,TRUE,TRUE,0,0,0,
-1,1.0213025,FALSE,TRUE,TRUE,0,0,1,
-1,1.0673249,FALSE,TRUE,TRUE,0,0,1,
-1,1.0683693,FALSE,TRUE,TRUE,0,0,1,
1,1.3158045,TRUE,TRUE,TRUE,0,0,0,
-1,1.0030899,FALSE,TRUE,TRUE,0,0,1,
-1,1.0604142,FALSE,TRUE,TRUE,0,0,1,
1,0.92179877,TRUE,TRUE,TRUE,0,0,0,
1,0.63885723,TRUE,TRUE,TRUE,0,0,0,
1,1.0045361,TRUE,TRUE,TRUE,0,0,0,
-1,1.1252881,FALSE,TRUE,TRUE,0,0,1,
1,1.0132337,TRUE,TRUE,TRUE,0,0,0,
1,0.96530502,TRUE,TRUE,TRUE,0,0,0,
1,0.55261826,TRUE,TRUE,TRUE,0,0,0,
1,0.073076482,TRUE,TRUE,TRUE,0,0,0,
1,1.0461766,TRUE,TRUE,TRUE,0,0,0,
1,1.0131172,TRUE,TRUE,TRUE,0,0,0,
-1,0.96472997,FALSE,TRUE,TRUE,0,0,1,
1,0.95625637,TRUE,TRUE,TRUE,0,0,0,
-1,0.84977378,FALSE,TRUE,TRUE,0,0,1,
1,0.95853611,TRUE,TRUE,TRUE,0,0,0,
1,0.65524614,TRUE,TRUE,TRUE,0,0,0,
1,1.1184514,TRUE,TRUE,TRUE,0,0,0,
-1,0.60040636,FALSE,TRUE,TRUE,0,0,1,
-1,0.65416241,FALSE,TRUE,TRUE,0,0,1,
1,1.0231831,TRUE,TRUE,TRUE,0,0,0,
1,0.86848723,TRUE,TRUE,TRUE,0,0,0,
1,0.97226843,TRUE,TRUE,TRUE,0,0,0,
1,1.0274122,TRUE,TRUE,TRUE,0,0,0,
-1,0.52442586,FALSE,TRUE,TRUE,0,0,1,
-1,-0.64366189,FALSE,FALSE,TRUE,0,1,0,
1,0.80947886,TRUE,TRUE,TRUE,0,0,0,
-1,0.61695088,FALSE,TRUE,TRUE,0,0,1,
1,1.0239552,TRUE,TRUE,TRUE,0,0,0,
-1,0.99319454,FALSE,TRUE,TRUE,0,0,1,
-1,0.91993498,FALSE,TRUE,TRUE,0,0,1,
-1,1.0394718,FALSE,TRUE,TRUE,0,0,1,
-1,0.98374253,FALSE,TRUE,TRUE,0,0,1,
-1,1.0145485,FALSE,TRUE,TRUE,0,0,1,
1,0.9130369,TRUE,TRUE,TRUE,0,0,0,
-1,0.71149285,FALSE,TRUE,TRUE,0,0,1,
1,0.95558066,TRUE,TRUE,TRUE,0,0,0,
1,0.97136951,TRUE,TRUE,TRUE,0,0,0,
-1,0.91795775,FALSE,TRUE,TRUE,0,0,1,
1,1.0578384,TRUE,TRUE,TRUE,0,0,0,
1,1.0561165,TRUE,TRUE,TRUE,0,0,0,
-1,0.82717702,FALSE,TRUE,TRUE,0,0,1,
1,0.40969413,TRUE,TRUE,TRUE,0,0,0,
1,1.0298575,TRUE,TRUE,TRUE,0,0,0,
-1,1.025878,FALSE,TRUE,TRUE,0,0,1,
1,1.0012095,TRUE,TRUE,TRUE,0,0,0,
1,0.78647488,TRUE,TRUE,TRUE,0,0,0,
1,0.76977003,TRUE,TRUE,TRUE,0,0,0,
1,0.99989113,TRUE,TRUE,TRUE,0,0,0,
1,-0.091811244,TRUE,FALSE,TRUE,1,0,1,
1,0.56354297,TRUE,TRUE,TRUE,0,0,0,
1,-0.052145353,TRUE,FALSE,TRUE,1,0,1,
1,1.0007401,TRUE,TRUE,TRUE,0,0,0,
1,0.90934442,TRUE,TRUE,TRUE,0,0,0,
1,0.41385866,TRUE,TRUE,TRUE,0,0,0,
-1,1.0392452,FALSE,TRUE,TRUE,0,0,1,
1,1.0058647,TRUE,TRUE,TRUE,0,0,0,
1,0.9603569,TRUE,TRUE,TRUE,0,0,0,
-1,0.97978704,FALSE,TRUE,TRUE,0,0,1,
1,1.0051593,TRUE,TRUE,TRUE,0,0,0,
1,0.96495885,TRUE,TRUE,TRUE,0,0,0,
-1,1.1442836,FALSE,TRUE,TRUE,0,0,1,
1,0.61299344,TRUE,TRUE,TRUE,0,0,0,
1,0.69296462,TRUE,TRUE,TRUE,0,0,0,
1,0.98913332,TRUE,TRUE,TRUE,0,0,0,
-1,0.98008963,FALSE,TRUE,TRUE,0,0,1,
1,0.98714506,TRUE,TRUE,TRUE,0,0,0,
-1,0.99999372,FALSE,TRUE,TRUE,0,0,1,
1,0.99664697,TRUE,TRUE,TRUE,0,0,0,
1,1.0373404,TRUE,TRUE,TRUE,0,0,0,
1,1.0059843,TRUE,TRUE,TRUE,0,0,0,
1,0.96411973,TRUE,TRUE,TRUE,0,0,0,
1,0.97448653,TRUE,TRUE,TRUE,0,0,0,
1,0.30167898,TRUE,TRUE,TRUE,0,0,0,
1,0.72543946,TRUE,TRUE,TRUE,0,0,0,
1,0.93997491,TRUE,TRUE,TRUE,0,0,0,
1,1.05723,TRUE,TRUE,TRUE,0,0,0,
-1,0.65355322,FALSE,TRUE,TRUE,0,0,1,
1,1.0085201,TRUE,TRUE,TRUE,0,0,0,
-1,1.0521608,FALSE,TRUE,TRUE,0,0,1,
1,1.0441374,TRUE,TRUE,TRUE,0,0,0,
1,1.0065644,TRUE,TRUE,TRUE,0,0,0,
1,0.99000276,TRUE,TRUE,TRUE,0,0,0,
1,1.0461599,TRUE,TRUE,TRUE,0,0,0,
-1,1.0002839,FALSE,TRUE,TRUE,0,0,1,
1,1.0508049,TRUE,TRUE,TRUE,0,0,0,
1,-0.21356611,TRUE,FALSE,TRUE,1,0,1,
1,0.96693143,TRUE,TRUE,TRUE,0,0,0,
-1,0.87202578,FALSE,TRUE,TRUE,0,0,1,
1,0.86602934,TRUE,TRUE,TRUE,0,0,0,
1,0.36226487,TRUE,TRUE,TRUE,0,0,0,
1,1.0237906,TRUE,TRUE,TRUE,0,0,0,
1,0.99850618,TRUE,TRUE,TRUE,0,0,0,
1,0.97931328,TRUE,TRUE,TRUE,0,0,0,
-1,1.0121607,FALSE,TRUE,TRUE,0,0,1,
1,1.0423083,TRUE,TRUE,TRUE,0,0,0,
1,0.95479338,TRUE,TRUE,TRUE,0,0,0,
1,0.94729778,TRUE,TRUE,TRUE,0,0,0,
1,0.98292547,TRUE,TRUE,TRUE,0,0,0,
1,0.93156225,TRUE,TRUE,TRUE,0,0,0,
1,0.39498862,TRUE,TRUE,TRUE,0,0,0,
1,0.99790514,TRUE,TRUE,TRUE,0,0,0,
1,1.0557113,TRUE,TRUE,TRUE,0,0,0,
1,1.0259037,TRUE,TRUE,TRUE,0,0,0,
1,1.0287882,TRUE,TRUE,TRUE,0,0,0,
-1,1.0800473,FALSE,TRUE,TRUE,0,0,1,
1,0.89134521,TRUE,TRUE,TRUE,0,0,0,
1,0.48951291,TRUE,TRUE,TRUE,0,0,0,
1,1.0303676,TRUE,TRUE,TRUE,0,0,0,
1,1.0041072,TRUE,TRUE,TRUE,0,0,0,
1,0.15041075,TRUE,TRUE,TRUE,0,0,0,
-1,1.0164668,FALSE,TRUE,TRUE,0,0,1,
1,0.9172644,TRUE,TRUE,TRUE,0,0,0,
1,0.91040876,TRUE,TRUE,TRUE,0,0,0,
1,0.83135418,TRUE,TRUE,TRUE,0,0,0,
-1,0.97614592,FALSE,TRUE,TRUE,0,0,1,
