actual,assigned,Actual,ALGO,NAÏVE,,,Error
1,-0.11091254,TRUE,FALSE,TRUE,1,0,1
1,0.87869201,TRUE,TRUE,TRUE,0,0,0
1,-0.40109597,TRUE,FALSE,TRUE,1,0,1
1,-0.91756666,TRUE,FALSE,TRUE,1,0,1
1,-0.79100846,TRUE,FALSE,TRUE,1,0,1
-1,0.053853215,FALSE,TRUE,TRUE,0,0,1
1,0.18526043,TRUE,TRUE,TRUE,0,0,0
1,-0.25019013,TRUE,FALSE,TRUE,1,0,1
1,-1.2039222,TRUE,FALSE,TRUE,1,0,1
1,-3.4372021,TRUE,FALSE,TRUE,1,0,1
1,-0.56180946,TRUE,FALSE,TRUE,1,0,1
-1,0.3200838,FALSE,TRUE,TRUE,0,0,1
-1,0.72366156,FALSE,TRUE,TRUE,0,0,1
1,-0.92031066,TRUE,FALSE,TRUE,1,0,1
-1,-0.099229399,FALSE,FALSE,TRUE,0,1,0
-1,-0.46258479,FALSE,FALSE,TRUE,0,1,0
1,0.30498628,TRUE,TRUE,TRUE,0,0,0
-1,0.31057515,FALSE,TRUE,TRUE,0,0,1
-1,-0.77643842,FALSE,FALSE,TRUE,0,1,0
1,0.64973008,TRUE,TRUE,TRUE,0,0,0
1,-0.10087837,TRUE,FALSE,TRUE,1,0,1
1,-1.5276459,TRUE,FALSE,TRUE,1,0,1
1,0.76393031,TRUE,TRUE,TRUE,0,0,0
1,1.0443288,TRUE,TRUE,TRUE,0,0,0
1,-0.058521597,TRUE,FALSE,TRUE,1,0,1
-1,-0.29314965,FALSE,FALSE,TRUE,0,1,0
1,-0.77373822,TRUE,FALSE,TRUE,1,0,1
-1,-1.3765533,FALSE,FALSE,TRUE,0,1,0
1,-1.3891084,TRUE,FALSE,TRUE,1,0,1
-1,0.005926189,FALSE,TRUE,TRUE,0,0,1
1,-1.2544506,TRUE,FALSE,TRUE,1,0,1
-1,-1.2459797,FALSE,FALSE,TRUE,0,1,0
1,-0.64346942,TRUE,FALSE,TRUE,1,0,1
-1,-0.35155529,FALSE,FALSE,TRUE,0,1,0
1,-0.50615791,TRUE,FALSE,TRUE,1,0,1
1,-0.11725052,TRUE,FALSE,TRUE,1,0,1
1,0.53224736,TRUE,TRUE,TRUE,0,0,0
1,0.4246019,TRUE,TRUE,TRUE,0,0,0
-1,-1.0475141,FALSE,FALSE,TRUE,0,1,0
1,0.42603338,TRUE,TRUE,TRUE,0,0,0
1,-1.5527748,TRUE,FALSE,TRUE,1,0,1
1,-0.43940887,TRUE,FALSE,TRUE,1,0,1
1,-0.26290376,TRUE,FALSE,TRUE,1,0,1
1,-0.96471306,TRUE,FALSE,TRUE,1,0,1
1,1.4829336,TRUE,TRUE,TRUE,0,0,0
-1,-1.2447513,FALSE,FALSE,TRUE,0,1,0
1,-0.61443804,TRUE,FALSE,TRUE,1,0,1
1,-1.1385511,TRUE,FALSE,TRUE,1,0,1
-1,-1.0578374,FALSE,FALSE,TRUE,0,1,0
1,-0.997231,TRUE,FALSE,TRUE,1,0,1
1,-1.6565432,TRUE,FALSE,TRUE,1,0,1
1,0.12920654,TRUE,TRUE,TRUE,0,0,0
1,-0.93394286,TRUE,FALSE,TRUE,1,0,1
-1,0.24130517,FALSE,TRUE,TRUE,0,0,1
1,-0.097770271,TRUE,FALSE,TRUE,1,0,1
1,-0.98788722,TRUE,FALSE,TRUE,1,0,1
-1,-0.065364104,FALSE,FALSE,TRUE,0,1,0
1,-1.2903579,TRUE,FALSE,TRUE,1,0,1
1,1.2859647,TRUE,TRUE,TRUE,0,0,0
1,-0.27800847,TRUE,FALSE,TRUE,1,0,1
1,-1.5466987,TRUE,FALSE,TRUE,1,0,1
1,0.89977715,TRUE,TRUE,TRUE,0,0,0
1,0.59786291,TRUE,TRUE,TRUE,0,0,0
1,-1.0256693,TRUE,FALSE,TRUE,1,0,1
1,-1.4550592,TRUE,FALSE,TRUE,1,0,1
1,0.49890769,TRUE,TRUE,TRUE,0,0,0
-1,-0.61323316,FALSE,FALSE,TRUE,0,1,0
-1,-0.065675309,FALSE,FALSE,TRUE,0,1,0
1,-1.3544857,TRUE,FALSE,TRUE,1,0,1
1,-1.379945,TRUE,FALSE,TRUE,1,0,1
1,-1.0436714,TRUE,FALSE,TRUE,1,0,1
1,-0.73445903,TRUE,FALSE,TRUE,1,0,1
-1,0.16474916,FALSE,TRUE,TRUE,0,0,1
1,-0.32574671,TRUE,FALSE,TRUE,1,0,1
-1,-1.4132031,FALSE,FALSE,TRUE,0,1,0
1,-0.59093338,TRUE,FALSE,TRUE,1,0,1
-1,-0.35592879,FALSE,FALSE,TRUE,0,1,0
1,-0.38112194,TRUE,FALSE,TRUE,1,0,1
1,0.34899887,TRUE,TRUE,TRUE,0,0,0
1,-0.9067547,TRUE,FALSE,TRUE,1,0,1
1,-0.32032141,TRUE,FALSE,TRUE,1,0,1
1,0.81255142,TRUE,TRUE,TRUE,0,0,0
-1,0.081615954,FALSE,TRUE,TRUE,0,0,1
1,1.0581345,TRUE,TRUE,TRUE,0,0,0
1,-0.20589777,TRUE,FALSE,TRUE,1,0,1
1,-0.1664151,TRUE,FALSE,TRUE,1,0,1
1,0.1036272,TRUE,TRUE,TRUE,0,0,0
1,0.31583955,TRUE,TRUE,TRUE,0,0,0
-1,-0.22469595,FALSE,FALSE,TRUE,0,1,0
1,-0.64815135,TRUE,FALSE,TRUE,1,0,1
1,-0.9144104,TRUE,FALSE,TRUE,1,0,1
-1,-1.2193235,FALSE,FALSE,TRUE,0,1,0
-1,-0.056332878,FALSE,FALSE,TRUE,0,1,0
-1,-1.1295369,FALSE,FALSE,TRUE,0,1,0
1,-0.60455827,TRUE,FALSE,TRUE,1,0,1
1,-0.4101145,TRUE,FALSE,TRUE,1,0,1
1,-1.0666201,TRUE,FALSE,TRUE,1,0,1
1,-0.99689566,TRUE,FALSE,TRUE,1,0,1
-1,-1.5377996,FALSE,FALSE,TRUE,0,1,0
1,-0.70659363,TRUE,FALSE,TRUE,1,0,1
1,0.32151513,TRUE,TRUE,TRUE,0,0,0
-1,-0.043682453,FALSE,FALSE,TRUE,0,1,0
1,1.0605579,TRUE,TRUE,TRUE,0,0,0
-1,0.56825871,FALSE,TRUE,TRUE,0,0,1
1,-0.073657679,TRUE,FALSE,TRUE,1,0,1
1,0.34411716,TRUE,TRUE,TRUE,0,0,0
1,0.056602823,TRUE,TRUE,TRUE,0,0,0
-1,0.13264995,FALSE,TRUE,TRUE,0,0,1
-1,0.021920052,FALSE,TRUE,TRUE,0,0,1
1,0.97539629,TRUE,TRUE,TRUE,0,0,0
1,-1.2178811,TRUE,FALSE,TRUE,1,0,1
1,-0.51238232,TRUE,FALSE,TRUE,1,0,1
1,-0.28890604,TRUE,FALSE,TRUE,1,0,1
1,-1.2399783,TRUE,FALSE,TRUE,1,0,1
-1,-0.037527892,FALSE,FALSE,TRUE,0,1,0
1,-1.0785688,TRUE,FALSE,TRUE,1,0,1
1,-0.021939528,TRUE,FALSE,TRUE,1,0,1
1,-0.18155344,TRUE,FALSE,TRUE,1,0,1
1,-0.15129285,TRUE,FALSE,TRUE,1,0,1
-1,0.82858055,FALSE,TRUE,TRUE,0,0,1
-1,-1.2329971,FALSE,FALSE,TRUE,0,1,0
1,-0.92610002,TRUE,FALSE,TRUE,1,0,1
-1,-1.0929786,FALSE,FALSE,TRUE,0,1,0
-1,-0.021005038,FALSE,FALSE,TRUE,0,1,0
1,-0.48175265,TRUE,FALSE,TRUE,1,0,1
1,0.11801217,TRUE,TRUE,TRUE,0,0,0
1,-1.4523643,TRUE,FALSE,TRUE,1,0,1
1,-0.68065003,TRUE,FALSE,TRUE,1,0,1
1,-1.0769814,TRUE,FALSE,TRUE,1,0,1
1,-1.858997,TRUE,FALSE,TRUE,1,0,1
1,-1.0843468,TRUE,FALSE,TRUE,1,0,1
1,-0.81365642,TRUE,FALSE,TRUE,1,0,1
1,-0.40144635,TRUE,FALSE,TRUE,1,0,1
1,-1.2396457,TRUE,FALSE,TRUE,1,0,1
1,-0.8895853,TRUE,FALSE,TRUE,1,0,1
-1,-0.5234146,FALSE,FALSE,TRUE,0,1,0
1,0.63485479,TRUE,TRUE,TRUE,0,0,0
1,-0.66492148,TRUE,FALSE,TRUE,1,0,1
-1,0.42709014,FALSE,TRUE,TRUE,0,0,1
-1,-0.81246114,FALSE,FALSE,TRUE,0,1,0
1,-1.3529834,TRUE,FALSE,TRUE,1,0,1
1,1.2736926,TRUE,TRUE,TRUE,0,0,0
-1,0.31208272,FALSE,TRUE,TRUE,0,0,1
1,0.16643142,TRUE,TRUE,TRUE,0,0,0
-1,0.24409813,FALSE,TRUE,TRUE,0,0,1
-1,-0.24030721,FALSE,FALSE,TRUE,0,1,0
-1,-0.74669853,FALSE,FALSE,TRUE,0,1,0
1,-0.47798877,TRUE,FALSE,TRUE,1,0,1
-1,-0.30301539,FALSE,FALSE,TRUE,0,1,0
1,-0.45076402,TRUE,FALSE,TRUE,1,0,1
1,0.53223167,TRUE,TRUE,TRUE,0,0,0
1,-1.6055317,TRUE,FALSE,TRUE,1,0,1
1,0.89828123,TRUE,TRUE,TRUE,0,0,0
1,-1.3205314,TRUE,FALSE,TRUE,1,0,1
1,-0.70242195,TRUE,FALSE,TRUE,1,0,1
1,-0.37183903,TRUE,FALSE,TRUE,1,0,1
1,-0.46212344,TRUE,FALSE,TRUE,1,0,1
-1,0.33010921,FALSE,TRUE,TRUE,0,0,1
1,0.03820807,TRUE,TRUE,TRUE,0,0,0
1,-0.025445261,TRUE,FALSE,TRUE,1,0,1
-1,-0.94958321,FALSE,FALSE,TRUE,0,1,0
-1,-1.3142339,FALSE,FALSE,TRUE,0,1,0
-1,0.42889649,FALSE,TRUE,TRUE,0,0,1
1,0.13841566,TRUE,TRUE,TRUE,0,0,0
1,0.3846361,TRUE,TRUE,TRUE,0,0,0
-1,0.74836257,FALSE,TRUE,TRUE,0,0,1
1,0.49196348,TRUE,TRUE,TRUE,0,0,0
1,-1.0447615,TRUE,FALSE,TRUE,1,0,1
-1,0.57688823,FALSE,TRUE,TRUE,0,0,1
-1,-0.58771375,FALSE,FALSE,TRUE,0,1,0
1,0.73279812,TRUE,TRUE,TRUE,0,0,0
-1,-0.45425849,FALSE,FALSE,TRUE,0,1,0
1,0.74509902,TRUE,TRUE,TRUE,0,0,0
-1,-0.23033745,FALSE,FALSE,TRUE,0,1,0
1,0.11076857,TRUE,TRUE,TRUE,0,0,0
1,-1.2965878,TRUE,FALSE,TRUE,1,0,1
-1,-0.22226413,FALSE,FALSE,TRUE,0,1,0
1,-0.61764306,TRUE,FALSE,TRUE,1,0,1
1,-0.27434458,TRUE,FALSE,TRUE,1,0,1
1,0.81624747,TRUE,TRUE,TRUE,0,0,0
-1,-0.61606149,FALSE,FALSE,TRUE,0,1,0
-1,0.4807416,FALSE,TRUE,TRUE,0,0,1
1,-1.6694076,TRUE,FALSE,TRUE,1,0,1
1,0.6190558,TRUE,TRUE,TRUE,0,0,0
1,-0.45964693,TRUE,FALSE,TRUE,1,0,1
1,-1.6734369,TRUE,FALSE,TRUE,1,0,1
1,-0.7982496,TRUE,FALSE,TRUE,1,0,1
1,-0.60287396,TRUE,FALSE,TRUE,1,0,1
1,-0.435472,TRUE,FALSE,TRUE,1,0,1
1,-0.76643079,TRUE,FALSE,TRUE,1,0,1
1,-0.12151733,TRUE,FALSE,TRUE,1,0,1
1,-0.62355351,TRUE,FALSE,TRUE,1,0,1
1,-0.95636298,TRUE,FALSE,TRUE,1,0,1
1,-0.90350962,TRUE,FALSE,TRUE,1,0,1
-1,0.32887822,FALSE,TRUE,TRUE,0,0,1
1,0.20761151,TRUE,TRUE,TRUE,0,0,0
1,-1.1978631,TRUE,FALSE,TRUE,1,0,1
-1,-0.23876668,FALSE,FALSE,TRUE,0,1,0
-1,-0.30801912,FALSE,FALSE,TRUE,0,1,0
-1,0.32098235,FALSE,TRUE,TRUE,0,0,1
-1,-0.41535127,FALSE,FALSE,TRUE,0,1,0
-1,-1.5521461,FALSE,FALSE,TRUE,0,1,0
1,-0.96474591,TRUE,FALSE,TRUE,1,0,1
1,-1.3146693,TRUE,FALSE,TRUE,1,0,1
1,-0.27857919,TRUE,FALSE,TRUE,1,0,1
-1,0.97019761,FALSE,TRUE,TRUE,0,0,1
-1,-1.0843858,FALSE,FALSE,TRUE,0,1,0
1,-0.54461005,TRUE,FALSE,TRUE,1,0,1
-1,-0.25784667,FALSE,FALSE,TRUE,0,1,0
1,-0.48190856,TRUE,FALSE,TRUE,1,0,1
1,-0.71743267,TRUE,FALSE,TRUE,1,0,1
-1,-0.42018442,FALSE,FALSE,TRUE,0,1,0
1,0.43944711,TRUE,TRUE,TRUE,0,0,0
1,-1.1456905,TRUE,FALSE,TRUE,1,0,1
1,-0.39648164,TRUE,FALSE,TRUE,1,0,1
1,-0.29830253,TRUE,FALSE,TRUE,1,0,1
-1,0.48151259,FALSE,TRUE,TRUE,0,0,1
-1,-0.49549663,FALSE,FALSE,TRUE,0,1,0
1,0.19709508,TRUE,TRUE,TRUE,0,0,0
-1,-0.78584347,FALSE,FALSE,TRUE,0,1,0
-1,0.76864522,FALSE,TRUE,TRUE,0,0,1
-1,-0.8771481,FALSE,FALSE,TRUE,0,1,0
1,1.1284891,TRUE,TRUE,TRUE,0,0,0
1,-1.3381279,TRUE,FALSE,TRUE,1,0,1
1,-0.92190673,TRUE,FALSE,TRUE,1,0,1
1,-1.2484028,TRUE,FALSE,TRUE,1,0,1
1,0.33840229,TRUE,TRUE,TRUE,0,0,0
1,0.41089014,TRUE,TRUE,TRUE,0,0,0
1,0.07137645,TRUE,TRUE,TRUE,0,0,0
1,-0.38732925,TRUE,FALSE,TRUE,1,0,1
1,-0.88637666,TRUE,FALSE,TRUE,1,0,1
-1,1.1063224,FALSE,TRUE,TRUE,0,0,1
1,-0.4119665,TRUE,FALSE,TRUE,1,0,1
1,0.56956547,TRUE,TRUE,TRUE,0,0,0
1,-1.0088155,TRUE,FALSE,TRUE,1,0,1
1,-0.28273205,TRUE,FALSE,TRUE,1,0,1
1,-0.97460288,TRUE,FALSE,TRUE,1,0,1
1,-0.8344636,TRUE,FALSE,TRUE,1,0,1
1,-1.1426355,TRUE,FALSE,TRUE,1,0,1
-1,0.7997511,FALSE,TRUE,TRUE,0,0,1
1,1.3002738,TRUE,TRUE,TRUE,0,0,0
1,-0.12900711,TRUE,FALSE,TRUE,1,0,1
1,-0.1166194,TRUE,FALSE,TRUE,1,0,1
-1,-0.58022813,FALSE,FALSE,TRUE,0,1,0
1,-0.4058234,TRUE,FALSE,TRUE,1,0,1
-1,0.67129269,FALSE,TRUE,TRUE,0,0,1
1,-1.8043345,TRUE,FALSE,TRUE,1,0,1
1,-0.82395631,TRUE,FALSE,TRUE,1,0,1
1,0.50433281,TRUE,TRUE,TRUE,0,0,0
1,-0.95123919,TRUE,FALSE,TRUE,1,0,1
-1,1.4163365,FALSE,TRUE,TRUE,0,0,1
-1,-0.1765916,FALSE,FALSE,TRUE,0,1,0
1,-0.77495118,TRUE,FALSE,TRUE,1,0,1
1,0.84850046,TRUE,TRUE,TRUE,0,0,0
1,-0.81756109,TRUE,FALSE,TRUE,1,0,1
1,-0.17536337,TRUE,FALSE,TRUE,1,0,1
1,0.16076783,TRUE,TRUE,TRUE,0,0,0
-1,-0.77119247,FALSE,FALSE,TRUE,0,1,0
1,0.84026653,TRUE,TRUE,TRUE,0,0,0
1,-0.91483811,TRUE,FALSE,TRUE,1,0,1
-1,-0.6126919,FALSE,FALSE,TRUE,0,1,0
1,1.0488003,TRUE,TRUE,TRUE,0,0,0
-1,-0.27875204,FALSE,FALSE,TRUE,0,1,0
-1,0.46927075,FALSE,TRUE,TRUE,0,0,1
1,0.1281263,TRUE,TRUE,TRUE,0,0,0
-1,-1.2018345,FALSE,FALSE,TRUE,0,1,0
1,-0.83384464,TRUE,FALSE,TRUE,1,0,1
1,-0.98620992,TRUE,FALSE,TRUE,1,0,1
1,0.89081279,TRUE,TRUE,TRUE,0,0,0
1,-0.12106068,TRUE,FALSE,TRUE,1,0,1
1,0.55331963,TRUE,TRUE,TRUE,0,0,0
1,0.23387793,TRUE,TRUE,TRUE,0,0,0
1,-0.70170266,TRUE,FALSE,TRUE,1,0,1
-1,-1.1864179,FALSE,FALSE,TRUE,0,1,0
1,-1.4081576,TRUE,FALSE,TRUE,1,0,1
-1,-0.34346793,FALSE,FALSE,TRUE,0,1,0
1,0.099950221,TRUE,TRUE,TRUE,0,0,0
-1,-1.4099438,FALSE,FALSE,TRUE,0,1,0
1,0.6512586,TRUE,TRUE,TRUE,0,0,0
1,-0.1471664,TRUE,FALSE,TRUE,1,0,1
1,-0.34446982,TRUE,FALSE,TRUE,1,0,1
-1,-0.81249673,FALSE,FALSE,TRUE,0,1,0
1,0.89653655,TRUE,TRUE,TRUE,0,0,0
1,-0.467604,TRUE,FALSE,TRUE,1,0,1
1,-0.94502731,TRUE,FALSE,TRUE,1,0,1
-1,0.68906434,FALSE,TRUE,TRUE,0,0,1
-1,0.44460097,FALSE,TRUE,TRUE,0,0,1
1,-0.40397593,TRUE,FALSE,TRUE,1,0,1
1,-0.42575908,TRUE,FALSE,TRUE,1,0,1
1,-1.3303304,TRUE,FALSE,TRUE,1,0,1
-1,0.93928453,FALSE,TRUE,TRUE,0,0,1
1,-3.2642502,TRUE,FALSE,TRUE,1,0,1
1,-1.3132167,TRUE,FALSE,TRUE,1,0,1
1,0.75702172,TRUE,TRUE,TRUE,0,0,0
-1,0.43536422,FALSE,TRUE,TRUE,0,0,1
1,-0.3966825,TRUE,FALSE,TRUE,1,0,1
1,-0.81596288,TRUE,FALSE,TRUE,1,0,1
1,-1.4756782,TRUE,FALSE,TRUE,1,0,1
1,0.70952673,TRUE,TRUE,TRUE,0,0,0
-1,-0.32201977,FALSE,FALSE,TRUE,0,1,0
1,-0.79903104,TRUE,FALSE,TRUE,1,0,1
-1,-0.51991705,FALSE,FALSE,TRUE,0,1,0
1,-0.14935337,TRUE,FALSE,TRUE,1,0,1
1,0.18659882,TRUE,TRUE,TRUE,0,0,0
1,-0.58071567,TRUE,FALSE,TRUE,1,0,1
1,1.000937,TRUE,TRUE,TRUE,0,0,0
1,-0.25844958,TRUE,FALSE,TRUE,1,0,1
1,-1.5274235,TRUE,FALSE,TRUE,1,0,1
1,-0.92385443,TRUE,FALSE,TRUE,1,0,1
-1,0.20983441,FALSE,TRUE,TRUE,0,0,1
1,-1.5458734,TRUE,FALSE,TRUE,1,0,1
1,-0.14283645,TRUE,FALSE,TRUE,1,0,1
1,-0.67593862,TRUE,FALSE,TRUE,1,0,1
1,-1.1778682,TRUE,FALSE,TRUE,1,0,1
-1,1.106283,FALSE,TRUE,TRUE,0,0,1
1,-1.5771195,TRUE,FALSE,TRUE,1,0,1
1,0.49117698,TRUE,TRUE,TRUE,0,0,0
-1,-0.97226481,FALSE,FALSE,TRUE,0,1,0
1,0.16390222,TRUE,TRUE,TRUE,0,0,0
-1,-0.10938054,FALSE,FALSE,TRUE,0,1,0
1,-0.65089139,TRUE,FALSE,TRUE,1,0,1
1,-1.3094458,TRUE,FALSE,TRUE,1,0,1
1,-0.95134809,TRUE,FALSE,TRUE,1,0,1
1,-0.99164241,TRUE,FALSE,TRUE,1,0,1
1,0.69547469,TRUE,TRUE,TRUE,0,0,0
1,-0.084553487,TRUE,FALSE,TRUE,1,0,1
-1,0.10741012,FALSE,TRUE,TRUE,0,0,1
-1,0.94126783,FALSE,TRUE,TRUE,0,0,1
-1,-0.29232715,FALSE,FALSE,TRUE,0,1,0
1,-0.46516557,TRUE,FALSE,TRUE,1,0,1
1,0.94548239,TRUE,TRUE,TRUE,0,0,0
1,-1.5115946,TRUE,FALSE,TRUE,1,0,1
1,-0.49750629,TRUE,FALSE,TRUE,1,0,1
1,-0.33324423,TRUE,FALSE,TRUE,1,0,1
1,-0.4947068,TRUE,FALSE,TRUE,1,0,1
1,1.0307559,TRUE,TRUE,TRUE,0,0,0
1,-0.49436343,TRUE,FALSE,TRUE,1,0,1
1,-1.3082781,TRUE,FALSE,TRUE,1,0,1
-1,0.69937711,FALSE,TRUE,TRUE,0,0,1
-1,-0.26081642,FALSE,FALSE,TRUE,0,1,0
1,0.62152073,TRUE,TRUE,TRUE,0,0,0
-1,0.098587457,FALSE,TRUE,TRUE,0,0,1
1,-0.78241406,TRUE,FALSE,TRUE,1,0,1
-1,-0.80086992,FALSE,FALSE,TRUE,0,1,0
1,-1.4691057,TRUE,FALSE,TRUE,1,0,1
1,-0.58606635,TRUE,FALSE,TRUE,1,0,1
-1,-0.24438491,FALSE,FALSE,TRUE,0,1,0
1,-0.80086191,TRUE,FALSE,TRUE,1,0,1
1,0.4035873,TRUE,TRUE,TRUE,0,0,0
-1,-0.026230576,FALSE,FALSE,TRUE,0,1,0
1,-0.73403969,TRUE,FALSE,TRUE,1,0,1
-1,-0.20445099,FALSE,FALSE,TRUE,0,1,0
1,-0.65982847,TRUE,FALSE,TRUE,1,0,1
1,-1.1468889,TRUE,FALSE,TRUE,1,0,1
-1,-1.3014714,FALSE,FALSE,TRUE,0,1,0
1,1.2308261,TRUE,TRUE,TRUE,0,0,0
1,0.70324365,TRUE,TRUE,TRUE,0,0,0
-1,-1.1020675,FALSE,FALSE,TRUE,0,1,0
-1,-0.82054516,FALSE,FALSE,TRUE,0,1,0
-1,-0.42574874,FALSE,FALSE,TRUE,0,1,0
1,-0.2827526,TRUE,FALSE,TRUE,1,0,1
1,0.74557741,TRUE,TRUE,TRUE,0,0,0
1,0.79977596,TRUE,TRUE,TRUE,0,0,0
1,0.17499438,TRUE,TRUE,TRUE,0,0,0
-1,-0.86399357,FALSE,FALSE,TRUE,0,1,0
1,0.79293731,TRUE,TRUE,TRUE,0,0,0
-1,0.42969294,FALSE,TRUE,TRUE,0,0,1
1,-0.59338388,TRUE,FALSE,TRUE,1,0,1
-1,-0.3077991,FALSE,FALSE,TRUE,0,1,0
1,-1.1615234,TRUE,FALSE,TRUE,1,0,1
1,-1.0229232,TRUE,FALSE,TRUE,1,0,1
1,-1.9004517,TRUE,FALSE,TRUE,1,0,1
-1,-1.1271077,FALSE,FALSE,TRUE,0,1,0
1,0.54140705,TRUE,TRUE,TRUE,0,0,0
-1,0.18467353,FALSE,TRUE,TRUE,0,0,1
1,0.86273234,TRUE,TRUE,TRUE,0,0,0
1,-0.12615686,TRUE,FALSE,TRUE,1,0,1
1,-0.37015509,TRUE,FALSE,TRUE,1,0,1
1,-1.0448876,TRUE,FALSE,TRUE,1,0,1
-1,1.3302835,FALSE,TRUE,TRUE,0,0,1
-1,0.85019323,FALSE,TRUE,TRUE,0,0,1
1,-0.20535253,TRUE,FALSE,TRUE,1,0,1
1,-0.57038146,TRUE,FALSE,TRUE,1,0,1
1,0.31588299,TRUE,TRUE,TRUE,0,0,0
-1,0.73956826,FALSE,TRUE,TRUE,0,0,1
-1,-0.57548628,FALSE,FALSE,TRUE,0,1,0
-1,0.12461134,FALSE,TRUE,TRUE,0,0,1
-1,1.27251,FALSE,TRUE,TRUE,0,0,1
1,-0.18396711,TRUE,FALSE,TRUE,1,0,1
-1,0.42961749,FALSE,TRUE,TRUE,0,0,1
-1,-0.75377551,FALSE,FALSE,TRUE,0,1,0
-1,-1.3075748,FALSE,FALSE,TRUE,0,1,0
1,-0.092234076,TRUE,FALSE,TRUE,1,0,1
-1,0.98617823,FALSE,TRUE,TRUE,0,0,1
-1,1.0337178,FALSE,TRUE,TRUE,0,0,1
1,0.26735442,TRUE,TRUE,TRUE,0,0,0
1,-1.5824905,TRUE,FALSE,TRUE,1,0,1
1,-0.18932088,TRUE,FALSE,TRUE,1,0,1
-1,-0.77900417,FALSE,FALSE,TRUE,0,1,0
1,0.84927902,TRUE,TRUE,TRUE,0,0,0
1,-0.74585216,TRUE,FALSE,TRUE,1,0,1
1,-0.61318946,TRUE,FALSE,TRUE,1,0,1
1,-0.3036643,TRUE,FALSE,TRUE,1,0,1
1,-0.6035624,TRUE,FALSE,TRUE,1,0,1
1,-0.53849399,TRUE,FALSE,TRUE,1,0,1
-1,-1.2252769,FALSE,FALSE,TRUE,0,1,0
1,-0.61453791,TRUE,FALSE,TRUE,1,0,1
-1,-1.1396245,FALSE,FALSE,TRUE,0,1,0
1,0.6158442,TRUE,TRUE,TRUE,0,0,0
1,-0.27935525,TRUE,FALSE,TRUE,1,0,1
1,-0.19417701,TRUE,FALSE,TRUE,1,0,1
-1,-0.13449719,FALSE,FALSE,TRUE,0,1,0
-1,-1.5000693,FALSE,FALSE,TRUE,0,1,0
1,0.43064954,TRUE,TRUE,TRUE,0,0,0
1,-0.31366037,TRUE,FALSE,TRUE,1,0,1
1,0.65740001,TRUE,TRUE,TRUE,0,0,0
1,-0.42049681,TRUE,FALSE,TRUE,1,0,1
-1,-1.8397351,FALSE,FALSE,TRUE,0,1,0
-1,-1.1313197,FALSE,FALSE,TRUE,0,1,0
1,0.74103046,TRUE,TRUE,TRUE,0,0,0
-1,-0.38235288,FALSE,FALSE,TRUE,0,1,0
1,0.11993608,TRUE,TRUE,TRUE,0,0,0
-1,-0.54649341,FALSE,FALSE,TRUE,0,1,0
-1,-0.84029584,FALSE,FALSE,TRUE,0,1,0
-1,-0.79526055,FALSE,FALSE,TRUE,0,1,0
-1,0.94585353,FALSE,TRUE,TRUE,0,0,1
-1,0.14309955,FALSE,TRUE,TRUE,0,0,1
1,0.071848473,TRUE,TRUE,TRUE,0,0,0
-1,-0.13237426,FALSE,FALSE,TRUE,0,1,0
1,-1.0691711,TRUE,FALSE,TRUE,1,0,1
1,-0.83479481,TRUE,FALSE,TRUE,1,0,1
-1,-1.1531812,FALSE,FALSE,TRUE,0,1,0
1,0.48918227,TRUE,TRUE,TRUE,0,0,0
1,0.61611307,TRUE,TRUE,TRUE,0,0,0
-1,-0.7890677,FALSE,FALSE,TRUE,0,1,0
1,-0.41489694,TRUE,FALSE,TRUE,1,0,1
1,1.4096083,TRUE,TRUE,TRUE,0,0,0
-1,-0.55764301,FALSE,FALSE,TRUE,0,1,0
1,-0.30675184,TRUE,FALSE,TRUE,1,0,1
1,-0.58831251,TRUE,FALSE,TRUE,1,0,1
1,-0.050372214,TRUE,FALSE,TRUE,1,0,1
1,-0.26274657,TRUE,FALSE,TRUE,1,0,1
1,-0.84382017,TRUE,FALSE,TRUE,1,0,1
1,-0.66348,TRUE,FALSE,TRUE,1,0,1
1,0.072473511,TRUE,TRUE,TRUE,0,0,0
1,0.45616239,TRUE,TRUE,TRUE,0,0,0
1,-0.5560577,TRUE,FALSE,TRUE,1,0,1
1,-0.1701684,TRUE,FALSE,TRUE,1,0,1
-1,-1.1959991,FALSE,FALSE,TRUE,0,1,0
1,0.90121556,TRUE,TRUE,TRUE,0,0,0
1,0.052988521,TRUE,TRUE,TRUE,0,0,0
-1,0.037120952,FALSE,TRUE,TRUE,0,0,1
1,-0.001514985,TRUE,FALSE,TRUE,1,0,1
1,-0.55359762,TRUE,FALSE,TRUE,1,0,1
-1,-1.3790741,FALSE,FALSE,TRUE,0,1,0
1,1.0815762,TRUE,TRUE,TRUE,0,0,0
1,0.025963247,TRUE,TRUE,TRUE,0,0,0
1,-1.3150823,TRUE,FALSE,TRUE,1,0,1
-1,-0.57741085,FALSE,FALSE,TRUE,0,1,0
1,0.63614165,TRUE,TRUE,TRUE,0,0,0
-1,-0.40719668,FALSE,FALSE,TRUE,0,1,0
1,-1.3429253,TRUE,FALSE,TRUE,1,0,1
1,1.9545933,TRUE,TRUE,TRUE,0,0,0
1,0.005657354,TRUE,TRUE,TRUE,0,0,0
1,-0.020243733,TRUE,FALSE,TRUE,1,0,1
1,-0.10629513,TRUE,FALSE,TRUE,1,0,1
