actual,assigned
1.0,-0.29986203
1.0,1.0809474
1.0,0.97433641
1.0,1.0099144
-1.0,0.76306214
-1.0,0.98672863
-1.0,1.0131421
1.0,1.036173
-1.0,0.26062272
1.0,1.0741462
1.0,0.84173919
1.0,0.98760976
1.0,0.9864639
1.0,1.0387736
1.0,1.0040282
-1.0,0.77477238
1.0,1.1227398
-1.0,1.0522172
1.0,1.0024948
1.0,0.35816608
-1.0,0.22108021
1.0,0.95544104
1.0,1.0887156
1.0,0.71390257
1.0,1.112882
1.0,1.0249967
1.0,1.0689547
1.0,0.50717903
-1.0,0.89695699
-1.0,1.0341874
-1.0,0.99762326
1.0,1.0479978
1.0,1.0551493
-1.0,0.92292708
1.0,0.98416789
1.0,1.053116
1.0,1.0088982
1.0,1.0349828
1.0,0.91736387
-1.0,0.84292921
1.0,0.18482586
1.0,0.96013949
1.0,0.75407189
-1.0,0.62213852
1.0,0.56059889
1.0,1.0445735
1.0,1.0433398
1.0,1.0834591
-1.0,1.0938225
1.0,0.58279983
-1.0,0.68565686
1.0,1.0441926
1.0,0.96848397
1.0,0.51766382
1.0,0.96402358
1.0,0.78534607
-1.0,0.85506174
1.0,1.0540967
-1.0,0.98815284
1.0,0.989501
-1.0,0.94881899
1.0,0.68518163
1.0,0.94268791
-1.0,0.27569723
1.0,0.23152026
-1.0,0.14953038
1.0,0.88522338
1.0,1.0090183
1.0,0.73665
1.0,0.022369902
1.0,0.86123774
1.0,0.846657
1.0,0.97182183
-1.0,1.0508062
1.0,0.96201002
1.0,1.081628
-1.0,1.0490486
-1.0,1.0825682
1.0,0.93900835
-1.0,0.55589466
-1.0,0.96339611
1.0,0.94466439
-1.0,0.96503784
1.0,0.82508524
1.0,1.0389709
1.0,0.88261367
1.0,0.93338498
1.0,0.85185493
-1.0,0.73085562
-1.0,0.96166866
1.0,0.84666222
1.0,1.0291923
1.0,0.83730841
1.0,0.98935879
-1.0,0.73698506
-1.0,-0.20224372
1.0,0.69474949
1.0,0.97946681
1.0,1.0102703
-1.0,0.97376128
1.0,0.99379617
1.0,1.0416688
-1.0,0.9761933
1.0,0.98279343
1.0,0.93768971
1.0,0.98315252
-1.0,0.97100091
1.0,-0.57604419
1.0,1.0354151
-1.0,0.77643473
1.0,0.83183678
1.0,0.94536845
-1.0,0.99400998
1.0,0.99990265
1.0,1.2054867
1.0,1.0726846
1.0,0.93787133
-1.0,0.87940668
1.0,0.96572017
1.0,-0.58635438
1.0,0.99945494
1.0,0.972002
1.0,0.99663928
1.0,1.1338995
1.0,0.87827383
1.0,1.0380625
1.0,0.95674285
1.0,1.0268563
1.0,0.98787647
-1.0,1.0420963
1.0,1.3116912
1.0,0.97740673
1.0,0.8650633
1.0,0.97854016
1.0,1.0508822
1.0,0.99814923
1.0,0.94911252
-1.0,1.0826789
1.0,0.83539721
1.0,1.0494186
1.0,0.91954906
1.0,0.9537441
1.0,0.93340976
-1.0,0.83436294
1.0,0.73306754
1.0,0.58114842
1.0,1.048687
-1.0,1.0031432
1.0,0.88030431
-1.0,1.0445348
-1.0,-1.6958064
-1.0,0.85234012
1.0,0.77884859
-1.0,-0.5490862
-1.0,0.90079352
1.0,0.17378501
-1.0,0.94176068
1.0,0.95988236
-1.0,0.80682584
1.0,1.0287762
1.0,0.21720913
-1.0,0.57591935
1.0,1.0440459
1.0,1.0980028
1.0,-0.82740889
1.0,0.96787851
-1.0,0.81959641
1.0,1.0714731
1.0,1.0178787
1.0,0.8353459
1.0,0.65853775
-1.0,0.80530591
1.0,1.0421071
1.0,0.6802876
1.0,1.0591687
1.0,0.86872795
1.0,0.91350281
1.0,0.94916609
1.0,0.27465393
1.0,0.060107232
1.0,-0.17633941
-1.0,0.49825224
1.0,0.16481709
1.0,1.3053237
1.0,0.92529851
1.0,1.0505784
1.0,1.0320934
-1.0,0.88022186
-1.0,0.82172561
1.0,0.9328062
-1.0,0.90278779
-1.0,-1.8388604
1.0,1.0766574
-1.0,0.96894833
-1.0,0.96645559
1.0,0.70701029
1.0,0.70304524
1.0,0.99016745
1.0,1.0112539
1.0,0.91396485
1.0,1.0525117
-1.0,0.95029652
1.0,1.0688765
-1.0,0.91111668
1.0,0.7961418
-1.0,0.75242691
1.0,1.1056449
-1.0,0.86703939
1.0,0.97692874
-1.0,0.95455116
1.0,1.0270218
1.0,1.0678073
1.0,0.93281861
1.0,0.77548756
-1.0,0.60142534
1.0,0.24826492
1.0,1.0680793
1.0,0.99167036
1.0,1.220409
1.0,1.0445503
1.0,0.82463721
-1.0,0.94257235
1.0,0.88280268
1.0,1.0848888
-1.0,0.98861714
1.0,0.87294816
1.0,-0.26663821
1.0,1.0452009
1.0,1.0407086
-1.0,1.0430154
1.0,1.0168543
1.0,0.97497041
-1.0,0.95278309
1.0,-0.20804176
1.0,0.9223547
1.0,0.76082933
1.0,1.0261335
1.0,0.1964824
1.0,0.95794242
1.0,1.104923
1.0,1.0060097
1.0,0.7014222
-1.0,0.9241862
-1.0,1.0318746
1.0,0.80705897
1.0,0.19330384
1.0,0.6528843
1.0,0.96182195
-1.0,0.34664612
1.0,1.0667636
-1.0,0.86708205
1.0,0.75991631
-1.0,0.82104687
1.0,0.93533586
1.0,0.909301
1.0,0.99043652
1.0,0.6422409
1.0,0.9027119
-1.0,0.9623883
1.0,0.9620335
1.0,1.0008233
1.0,1.1225576
1.0,1.1465347
1.0,0.92951469
-1.0,0.16580622
1.0,1.1244544
1.0,0.96004493
-1.0,0.92560734
-1.0,0.99444595
-1.0,0.22454258
1.0,1.1021828
1.0,0.97552735
1.0,0.29847521
1.0,0.85512768
-1.0,1.1082711
1.0,0.74019512
1.0,0.86740933
-1.0,1.0430792
1.0,0.92157002
-1.0,0.26903233
1.0,0.68504905
1.0,1.0836363
1.0,0.90848172
-1.0,0.5233481
-1.0,1.0501496
1.0,0.94383373
1.0,0.96008136
1.0,0.26819126
1.0,0.7595953
1.0,1.0492657
-1.0,1.0678535
1.0,1.0559647
1.0,0.10914923
1.0,-0.1863638
1.0,1.1325837
-1.0,0.94985673
-1.0,0.9096221
1.0,1.0346153
-1.0,0.93646807
-1.0,0.78836316
1.0,0.67076762
1.0,-3.7540556
1.0,1.0073819
1.0,0.72844157
1.0,0.91953265
1.0,1.0096595
1.0,0.9359502
1.0,1.0597827
1.0,0.92220896
1.0,1.0853367
1.0,1.0566109
-1.0,1.0822348
1.0,1.0820629
1.0,0.78570194
-1.0,0.9677932
-1.0,1.015624
1.0,0.86187734
1.0,0.95042024
-1.0,1.0153869
1.0,0.90158264
-1.0,-1.4262105
-1.0,0.88944211
-1.0,0.80531051
1.0,1.0783675
-1.0,0.93181847
1.0,0.33960053
1.0,1.068591
1.0,0.87751623
1.0,1.0094339
1.0,0.5183609
1.0,1.1526482
1.0,1.0583569
1.0,1.0600645
-1.0,1.0500557
1.0,0.85700583
1.0,0.93355839
-1.0,1.0250302
-1.0,0.64743194
-1.0,1.0186191
1.0,0.82198394
1.0,1.2486901
-1.0,1.0344879
1.0,0.69907858
1.0,0.81952988
-1.0,0.94429425
-1.0,-0.31208129
1.0,0.74418146
-1.0,0.80333365
1.0,0.94430657
-1.0,0.9458413
1.0,0.37521317
1.0,1.0396469
-1.0,0.71442996
1.0,1.067927
1.0,1.0349206
1.0,0.8709591
-1.0,0.95080425
-1.0,0.37804769
1.0,1.0119761
1.0,1.0564591
1.0,1.0131086
1.0,0.96767916
1.0,1.0541609
1.0,0.54211221
1.0,1.1036596
1.0,1.0518936
1.0,0.95306403
1.0,0.9444112
1.0,0.45817608
1.0,0.97349591
-1.0,0.92193218
1.0,0.4946336
1.0,0.72407045
-1.0,0.56781228
-1.0,0.87284248
-1.0,0.98770618
-1.0,0.82902099
-1.0,1.0156151
1.0,1.0202893
1.0,1.110559
1.0,0.93609233
-1.0,1.0031119
-1.0,1.0385394
1.0,1.0251015
-1.0,1.0905813
1.0,0.7814486
1.0,0.70411813
-1.0,0.49089956
1.0,0.95818207
1.0,0.67942966
1.0,1.0039941
1.0,0.92778825
-1.0,0.99944298
-1.0,1.0317294
1.0,0.58938252
-1.0,1.0464743
-1.0,0.9960505
-1.0,1.0376699
1.0,0.95101928
1.0,0.68915986
1.0,1.0400015
1.0,1.0371633
1.0,0.76918491
1.0,0.88022069
1.0,1.0172495
1.0,0.93453053
1.0,0.78562761
-1.0,1.0281172
1.0,1.0592697
1.0,1.0178853
1.0,0.94166809
1.0,0.57008694
1.0,1.05638
1.0,1.0364657
1.0,0.69325425
-1.0,1.1146582
1.0,0.97961083
1.0,1.0265617
1.0,0.96620455
-1.0,0.2201306
1.0,0.77199421
-1.0,1.0221072
1.0,0.86582568
1.0,0.67096076
1.0,0.90944964
1.0,0.774838
-1.0,0.97764113
-1.0,0.73170365
1.0,0.98257699
1.0,1.184243
1.0,1.0348863
1.0,0.97846581
1.0,1.0286526
-1.0,0.61991162
1.0,0.8998602
1.0,0.94345883
-1.0,1.0112944
1.0,1.0592147
-1.0,0.85655011
-1.0,1.0372093
1.0,1.2516316
-1.0,0.90825998
1.0,0.6033746
1.0,0.87086679
1.0,0.98693468
1.0,0.89209067
1.0,0.74158762
1.0,1.0206904
1.0,1.0339587
-1.0,0.97131997
1.0,1.0014462
-1.0,0.0508406
1.0,0.98651251
-1.0,0.93523024
1.0,1.0786111
1.0,0.98258027
1.0,1.097186
-1.0,0.35622134
1.0,1.0569646
1.0,0.64982512
1.0,1.043301
-1.0,1.1302465
-1.0,1.0047799
1.0,0.94385968
1.0,1.0543039
1.0,1.0195513
-1.0,0.96245373
1.0,1.0423086
1.0,0.86709347
1.0,0.10253183
-1.0,0.9875108
1.0,0.66204904
1.0,0.052227314
1.0,1.0644258
1.0,1.0045529
-1.0,1.0124283
1.0,0.85888506
-1.0,0.80843061
1.0,1.068212
1.0,0.8836644
1.0,0.94380083
1.0,0.95947364
1.0,0.98160179
1.0,1.0402804
1.0,1.0829858
-1.0,1.0231217
1.0,1.0428227
1.0,-0.92031007
1.0,0.94374109
1.0,0.96379624
-1.0,0.81752258
1.0,0.94478245
1.0,0.25754636
-1.0,-0.36879683
1.0,1.0003688
-1.0,1.067543
1.0,0.9997434
1.0,0.89432081
1.0,0.9631046
1.0,0.95975911
1.0,1.2238449
1.0,0.87833725
-1.0,-0.28392661
-1.0,0.91117367
-1.0,1.0826792
1.0,1.0761145
1.0,0.98637125
1.0,1.0100693
1.0,0.76880572
1.0,0.84087561
1.0,-0.19052315
1.0,0.96503989
1.0,1.0102239
1.0,1.0108471
-1.0,0.95832629
-1.0,0.99338658
1.0,1.0472559
-1.0,1.0309037
1.0,1.0097923
-1.0,0.94955994
1.0,0.8516598
1.0,1.0993814
-1.0,-0.85781209
1.0,0.62533209
1.0,0.88012765
-1.0,-0.27656422
1.0,0.60693693
-1.0,1.0622689
1.0,1.0258824
1.0,0.33338415
-1.0,0.62708479
1.0,0.73505312
1.0,0.71593134
-1.0,1.0575709
-1.0,0.97783134
-1.0,1.0372407
1.0,0.99022643
1.0,0.36482091
1.0,-0.72992174
1.0,1.081306
-1.0,1.0801064
1.0,1.0390172
-1.0,-0.26674085
1.0,0.99730254
-1.0,0.90857292
1.0,1.0195381
1.0,-0.27362207
1.0,0.85343808
-1.0,1.0792074
1.0,1.0521257
-1.0,0.96326159
1.0,0.97496785
1.0,1.0262997
1.0,1.0553136
1.0,1.0051421
-1.0,0.96981254
-1.0,0.59728423
1.0,0.88362928
1.0,0.91850399
1.0,1.040686
-1.0,1.0183265
-1.0,1.0590619
-1.0,0.90039808
-1.0,0.84649105
1.0,0.49681348
-1.0,1.0500843
-1.0,1.0318882
-1.0,0.68095918
1.0,1.0086219
-1.0,1.0174452
-1.0,1.1072628
1.0,1.0901626
1.0,1.2782328
1.0,1.0150933
-1.0,1.0815746
1.0,0.93485585
1.0,0.65510398
1.0,1.0013087
1.0,1.1776647
1.0,1.0258473
1.0,0.97686715
-1.0,0.52885744
1.0,0.057030809
-1.0,1.0678796
1.0,1.0509553
1.0,0.97280322
1.0,0.95828532
-1.0,0.82969588
-1.0,0.94071396
1.0,0.63734791
1.0,1.175417
1.0,0.55582867
1.0,0.64380912
-1.0,0.99828233
-1.0,0.86174807
1.0,0.97693048
-1.0,1.0596945
1.0,0.51890311
-1.0,-0.66914646
-1.0,0.81295696
-1.0,0.61340469
-1.0,1.0576393
-1.0,0.95769168
1.0,0.94074874
-1.0,1.0348606
1.0,0.93524918
1.0,0.97836973
-1.0,0.92679687
1.0,0.69653117
1.0,0.9774469
-1.0,0.9573791
1.0,0.9201061
1.0,1.0547137
-1.0,1.0637912
1.0,0.80156529
1.0,0.3797661
1.0,1.0513
1.0,1.0310333
1.0,1.0029337
1.0,0.79328169
1.0,0.76892652
1.0,1.0162459
1.0,-0.10049854
1.0,0.54078231
-1.0,-0.05781303
1.0,0.98422873
1.0,0.86384979
-1.0,0.36039862
1.0,1.0616735
1.0,1.0015647
-1.0,0.96528114
1.0,0.97037063
1.0,0.99961771
1.0,0.95048461
-1.0,1.1269035
1.0,0.59719015
-1.0,0.67186835
1.0,0.97603349
1.0,0.95299872
1.0,0.99210759
1.0,0.98932144
1.0,0.96616923
1.0,1.0413729
1.0,0.99473437
1.0,0.95246938
1.0,0.9801763
-1.0,0.24399198
1.0,0.73970576
-1.0,0.92490327
1.0,1.0626792
1.0,0.65574417
1.0,1.0030528
1.0,1.0616871
-1.0,1.0613802
1.0,0.99121946
1.0,0.99730951
1.0,1.0699509
-1.0,1.004245
1.0,1.0155124
1.0,-0.1888626
1.0,0.98708236
1.0,0.87773337
1.0,0.87053685
-1.0,0.34335492
1.0,1.0479735
1.0,1.0054152
1.0,0.98412813
1.0,0.98495573
1.0,1.0463545
1.0,0.93074148
1.0,0.91166574
1.0,0.98542011
1.0,0.93719401
1.0,0.36966664
-1.0,1.0092337
1.0,1.0596486
1.0,1.043923
1.0,1.0176183
1.0,1.0996447
1.0,0.89780812
-1.0,0.42400139
1.0,0.99638712
1.0,1.0016841
1.0,0.085949091
-1.0,1.0250416
1.0,0.89975793
-1.0,0.90360875
1.0,0.82912495
-1.0,0.96376716
1.0,0.72201736
-1.0,0.79386246
1.0,0.67167615
1.0,0.87869186
1.0,0.97452004
-1.0,1.0284907
1.0,0.61371515
-1.0,0.97447883
1.0,0.64594663
-1.0,0.84930084
-1.0,0.93066799
1.0,1.0662172
-1.0,0.87508158
1.0,1.0326489
1.0,0.24235886
-1.0,1.0035764
1.0,0.9395338
1.0,0.99250264
1.0,0.93735884
1.0,1.0902205
-1.0,1.0115956
1.0,1.0077556
1.0,1.0433377
-1.0,0.82791275
1.0,0.96420389
1.0,1.0029374
1.0,1.0133912
1.0,0.92636557
1.0,1.0438741
1.0,0.9760768
1.0,1.0465541
-1.0,0.28544225
1.0,1.0723948
-1.0,1.0917268
1.0,-0.96117634
1.0,0.9477052
1.0,0.98802063
-1.0,1.0474371
1.0,0.6678614
1.0,0.84361038
1.0,0.58899274
-1.0,1.0271762
1.0,0.87388454
1.0,1.040196
-1.0,1.0314823
1.0,0.3446517
-1.0,0.80509144
1.0,-0.0069196925
1.0,1.0406702
-1.0,0.91958489
1.0,0.55098497
1.0,0.91885727
1.0,1.0551514
1.0,-0.33622171
1.0,0.71574878
1.0,1.0127352
1.0,0.9772464
-1.0,1.0963835
1.0,0.63810524
1.0,1.075639
-1.0,1.0643703
-1.0,0.8058416
1.0,0.73177873
-1.0,1.0717426
-1.0,-0.33121082
1.0,-0.13510332
1.0,1.0011122
1.0,0.99563939
-1.0,0.059455459
1.0,0.97636283
1.0,-0.55120325
-1.0,-0.91383791
1.0,1.1072658
1.0,1.0685309
1.0,1.0461465
1.0,1.0023271
1.0,0.99781019
1.0,0.7879968
1.0,0.59531434
1.0,1.0591163
-1.0,1.2109824
-1.0,0.70363264
1.0,0.89333705
1.0,0.94555208
1.0,0.3810764
1.0,1.0450397
1.0,1.0684029
1.0,1.0167263
1.0,0.9367222
1.0,0.97253617
1.0,0.70354151
1.0,0.92372565
1.0,1.0052141
1.0,1.0350895
1.0,1.0517547
1.0,0.91136631
1.0,0.9948262
1.0,1.1733736
1.0,0.87100465
-1.0,1.0227038
1.0,1.0512201
1.0,0.83996509
1.0,1.0317685
1.0,-1.4173136
1.0,0.41730426
1.0,0.65342767
1.0,1.0591889
-1.0,0.80522201
1.0,1.0039497
1.0,1.0390204
1.0,1.0606826
1.0,0.43752283
-1.0,0.9569947
1.0,0.90263615
-1.0,0.91745166
-1.0,1.0639653
1.0,1.0017266
1.0,0.97273803
1.0,0.95896918
1.0,0.83897994
1.0,0.97351855
1.0,1.022969
-1.0,-0.0037800788
1.0,0.95213615
1.0,1.1111295
1.0,0.92378833
1.0,0.37017107
-1.0,1.0288296
1.0,0.67209473
1.0,0.8942643
-1.0,1.0402165
1.0,0.78624691
-1.0,0.9740876
1.0,1.0104297
-1.0,0.74031455
1.0,0.93041806
1.0,1.0243195
-1.0,1.0512362
1.0,1.0216788
1.0,-0.3264141
1.0,0.71595599
1.0,1.0627718
1.0,1.2232549
1.0,1.0436343
1.0,1.071768
1.0,0.92354027
1.0,0.99469824
-1.0,0.47468195
1.0,1.0203564
1.0,0.93431085
1.0,0.52581924
-1.0,1.020914
-1.0,1.005924
1.0,0.77392863
-1.0,0.28072723
1.0,1.0451986
1.0,0.99018753
1.0,0.57388728
-1.0,0.90853487
1.0,1.1839819
-1.0,1.0667253
-1.0,0.81954794
-1.0,1.0417751
-1.0,0.99500507
1.0,0.92985749
1.0,0.41433162
1.0,1.0457461
1.0,1.0383412
1.0,1.0260097
-1.0,1.0018547
-1.0,1.0430728
1.0,0.89187983
1.0,0.99668476
1.0,0.94836018
1.0,1.0305078
-1.0,-1.1648616
1.0,1.0612691
1.0,-1.7812034
1.0,0.87766117
1.0,1.0392613
1.0,1.0157475
1.0,1.0525225
-1.0,1.0079387
1.0,0.10924345
1.0,0.86683596
-1.0,0.98813846
-1.0,1.0312593
1.0,1.0265614
1.0,-0.2574751
1.0,0.96632832
1.0,0.95452042
1.0,0.76103544
-1.0,0.70287777
-1.0,0.98582737
1.0,1.0806871
-1.0,1.0023305
-1.0,0.63757349
1.0,1.004128
1.0,0.96441342
-1.0,0.90334944
1.0,0.5890592
1.0,0.93436493
-1.0,1.0229065
1.0,0.95992656
-1.0,0.63294923
1.0,1.00427
1.0,0.36139657
1.0,0.84258897
1.0,1.0213058
-1.0,0.99808184
1.0,1.0105136
1.0,0.77160541
1.0,1.0407556
1.0,1.0215145
1.0,0.85789632
1.0,1.0299227
-1.0,0.83978324
1.0,0.85376326
1.0,0.98202372
1.0,1.0006064
-1.0,0.81917711
-1.0,1.0779194
1.0,1.0484939
-1.0,0.086804375
1.0,1.0632018
1.0,0.92047152
1.0,1.0388678
-1.0,1.0071951
1.0,1.1080239
1.0,-0.035338435
1.0,1.0220797
-1.0,0.98444911
1.0,1.0476908
1.0,0.96884509
1.0,0.82235662
1.0,0.94010493
1.0,0.75559002
1.0,0.98283613
1.0,0.89666369
-1.0,0.28646741
-1.0,0.88203602
-1.0,1.0330599
-1.0,1.0342665
1.0,1.0429255
1.0,0.98891176
-1.0,0.16146201
-1.0,0.86237079
1.0,1.0081359
-1.0,0.88858601
-1.0,0.75556977
1.0,-0.27218461
1.0,0.68636993
1.0,0.08303901
1.0,1.0068442
1.0,1.0209887
1.0,0.69930696
1.0,0.51901789
-1.0,0.54890627
1.0,1.0491769
1.0,0.79411988
-1.0,0.10818911
1.0,1.0586272
1.0,-1.0708228
1.0,0.91156905
1.0,0.99185921
-1.0,0.94649586
1.0,0.93801792
1.0,1.0058978
1.0,0.97762186
-1.0,1.0822275
1.0,0.95881123
1.0,0.91105462
1.0,1.0780142
1.0,-0.14531188
1.0,0.98375207
1.0,0.78500646
-1.0,0.92712485
1.0,1.002468
1.0,0.63027017
1.0,1.5334884
1.0,0.982281
1.0,1.0647161
1.0,1.0789579
1.0,1.0245643
1.0,1.0041054
1.0,1.024759
-1.0,1.0176899
1.0,1.0242583
-1.0,0.96072212
1.0,1.0331466
-1.0,1.0364434
1.0,0.88364502
1.0,0.038552661
-1.0,0.99736303
1.0,0.44064251
1.0,1.1252116
-1.0,0.77682615
-1.0,0.92392701
1.0,0.98210946
1.0,1.1844784
1.0,0.90016536
1.0,0.76889223
1.0,0.70134574
1.0,0.85270414
-1.0,0.9112364
1.0,0.99725678
1.0,1.0582157
1.0,0.94587938
-1.0,1.0010199
1.0,0.9462386
1.0,0.44402922
1.0,0.53151178
-1.0,0.85998601
1.0,0.86851799
1.0,0.9803037
1.0,0.60788389
1.0,1.0044946
1.0,1.0145757
1.0,1.0370597
-1.0,0.50831824
-1.0,0.97725181
-1.0,1.0093314
1.0,0.85398658
-1.0,0.73581669
-1.0,0.86612283
-1.0,0.98992921
-1.0,0.97014511
1.0,1.0842704
1.0,-0.19498843
-1.0,1.1445332
1.0,1.0252066
1.0,0.65158721
1.0,0.85193663
-1.0,0.85666867
-1.0,0.19716147
1.0,1.0120036
1.0,1.0470047
1.0,1.0375015
1.0,0.95135862
-1.0,1.0324866
1.0,0.99997523
1.0,0.99213796
-1.0,1.0278236
1.0,1.0119326
-1.0,1.0241708
-1.0,0.010529602
1.0,1.0183914
-1.0,1.0407018
-1.0,0.93344562
1.0,0.8819308
-1.0,0.95227722
1.0,0.79658811
1.0,0.58007877
-1.0,0.75624965
1.0,0.96280595
-1.0,1.0169116
1.0,1.0179953
1.0,0.89101106
1.0,0.88502427
1.0,0.91290664
1.0,-1.0204441
1.0,1.0589476
1.0,1.0431608
-1.0,0.8120756
1.0,-0.52151448
-1.0,0.83128007
-1.0,0.95247123
1.0,-0.53714049
1.0,0.99714865
-1.0,0.56060516
1.0,1.0381319
1.0,1.0333114
1.0,1.0629244
1.0,0.99961034
1.0,1.0295982
1.0,-0.025935877
1.0,0.66677082
-1.0,0.64271388
-1.0,0.99068715
1.0,0.95554208
1.0,0.97237562
1.0,0.97452344
-1.0,0.48344786
1.0,1.0373313
-1.0,0.74157274
1.0,-1.1672671
1.0,0.77678622
-1.0,1.015631
1.0,1.0375313
1.0,1.0830709
1.0,0.661649
1.0,0.51827054
1.0,-1.2684039
1.0,0.89466165
1.0,1.0478611
1.0,1.0109478
1.0,0.87907191
-1.0,0.3398304
1.0,1.0190465
-1.0,0.98962902
-1.0,1.0413157
-1.0,0.88164476
1.0,1.0183226
1.0,0.91453592
1.0,0.80143188
1.0,1.0080719
-1.0,0.99438017
1.0,0.98569498
1.0,0.98750586
1.0,0.83956694
-1.0,0.94846172
-1.0,1.0254445
1.0,0.96553888
1.0,0.43086134
-1.0,1.0418451
1.0,0.9476632
1.0,1.0580017
1.0,-1.026578
1.0,1.0848779
1.0,-0.93395494
1.0,1.0156137
-1.0,0.73079531
1.0,1.0220737
1.0,0.80199711
1.0,0.50164303
-1.0,0.88075352
1.0,0.5060908
1.0,0.82798402
1.0,1.0481294
-1.0,1.018694
1.0,1.0470754
-1.0,1.1018096
1.0,1.0367487
1.0,0.17808409
1.0,0.88911412
1.0,0.55689097
-1.0,0.21652044
1.0,0.94254622
1.0,0.8882538
1.0,0.90186975
1.0,1.0711407
1.0,0.87096333
1.0,1.0152586
1.0,1.0374859
-1.0,1.0032755
1.0,0.813665
1.0,1.0425958
-1.0,0.92110906
1.0,1.0515701
1.0,1.0049258
1.0,1.3094971
1.0,0.56953585
1.0,0.6694159
1.0,1.0356205
1.0,0.29195071
1.0,0.98600634
-1.0,0.93816428
-1.0,0.92785193
-1.0,1.0317669
1.0,0.94355745
-1.0,0.86461301
1.0,0.93890742
1.0,0.61473299
1.0,1.0778402
-1.0,1.0604795
1.0,0.27385898
1.0,0.94667329
1.0,-0.80254552
1.0,0.95989252
-1.0,1.0428942
1.0,1.0358627
1.0,0.68269232
1.0,0.75195338
-1.0,0.9902925
1.0,0.97923637
1.0,1.079668
1.0,1.0742131
1.0,0.99699558
1.0,1.1100124
1.0,0.70936569
1.0,0.94419835
1.0,-0.96803297
1.0,1.0507606
1.0,1.0280052
1.0,0.78042953
-1.0,1.0726151
1.0,0.82969783
1.0,0.95137248
1.0,1.0707313
1.0,0.62575418
1.0,0.91563175
-1.0,0.99428685
1.0,-1.2160102
-1.0,1.0023725
1.0,0.6884964
1.0,0.92228951
-1.0,1.1652296
1.0,0.15817854
1.0,1.0575613
1.0,1.00822
1.0,0.99838486
1.0,0.97094972
1.0,0.28925991
1.0,0.6239831
1.0,0.97914483
1.0,0.97150941
-1.0,0.89755916
-1.0,1.0010551
1.0,1.0326054
1.0,0.5181676
-1.0,1.0731371
1.0,1.0333623
1.0,0.98008429
-1.0,0.95206589
1.0,1.0062666
-1.0,1.0139938
1.0,0.6745687
-1.0,0.76982061
-1.0,0.77302637
1.0,0.97147381
1.0,0.71006752
1.0,0.91260817
1.0,0.85752037
1.0,0.79580195
1.0,0.5858958
1.0,1.0738152
1.0,0.97565045
-1.0,-0.20932559
1.0,0.95363835
1.0,1.0067394
1.0,1.0288951
1.0,0.59300948
1.0,0.77146539
1.0,1.0429575
1.0,1.0437092
1.0,1.0208058
1.0,0.96630522
1.0,1.0260951
1.0,0.65990008
1.0,1.0098006
-1.0,0.94214409
1.0,0.90061286
1.0,0.98900043
1.0,0.69084158
1.0,1.0013969
1.0,0.96642082
1.0,1.0100275
-1.0,0.74393673
1.0,0.73559938
1.0,0.85268222
-1.0,0.90824168
1.0,0.48887147
1.0,0.8821252
1.0,0.91681514
1.0,0.99683741
1.0,0.97874712
-1.0,1.058735
-1.0,0.99534778
-1.0,1.0748717
1.0,1.0105993
1.0,0.91756217
-1.0,0.94084781
-1.0,1.1186928
1.0,0.7711814
1.0,1.0384212
-1.0,0.97175294
-1.0,1.0716507
1.0,0.6482303
1.0,0.314241
-1.0,0.83949824
1.0,1.0250079
1.0,0.38028535
1.0,1.0418012
-1.0,0.89873887
1.0,0.98616839
1.0,1.0379461
-1.0,1.0970308
1.0,0.98982726
1.0,0.79474506
1.0,0.98877199
1.0,0.10783657
1.0,1.0252465
1.0,1.1085861
1.0,0.98151974
1.0,1.0204153
1.0,0.96660667
-1.0,0.93442238
-1.0,0.69798291
1.0,0.378427
1.0,0.96886806
-1.0,1.0310258
1.0,0.74397482
1.0,0.75550026
1.0,1.0270947
1.0,0.98061153
1.0,0.98049752
1.0,0.93453523
-1.0,0.85114941
-1.0,-0.53852097
1.0,1.0090254
1.0,0.79189481
1.0,0.96728751
1.0,1.0239526
-1.0,0.96658028
-1.0,1.0753079
1.0,0.99681171
1.0,0.95242984
1.0,-0.7982393
1.0,0.46859039
1.0,1.0280308
1.0,0.6552712
1.0,1.0124951
1.0,1.1144735
-1.0,0.71324505
1.0,0.86882142
-1.0,0.12289036
1.0,1.0004065
1.0,0.67164048
1.0,1.0446431
-1.0,0.9844102
1.0,0.9725113
1.0,1.0035917
1.0,0.96551805
-1.0,1.0337586
1.0,0.45324868
1.0,1.216839
-1.0,0.98752944
1.0,1.0392528
1.0,1.0147659
1.0,0.99566585
1.0,0.84485453
1.0,0.79113404
-1.0,-0.47127855
1.0,0.19917264
-1.0,0.99981361
-1.0,0.86237582
1.0,1.0250135
1.0,1.0294896
1.0,0.97476312
1.0,1.0794803
1.0,0.68049274
1.0,0.83498125
-1.0,1.0284397
-1.0,1.0254375
1.0,0.12963716
1.0,1.0484397
-1.0,1.0105636
1.0,1.0570016
1.0,1.1024491
-1.0,0.8030489
1.0,-0.40432554
-1.0,1.0048106
1.0,1.029656
1.0,0.95368478
1.0,-0.19226282
1.0,0.93175875
1.0,0.97184143
1.0,0.93350801
-1.0,-0.30479097
1.0,0.80577943
1.0,0.98764525
-1.0,1.0871624
1.0,0.69141954
1.0,0.48794741
1.0,1.010462
1.0,0.94579033
1.0,0.99937395
-1.0,0.89950021
-1.0,0.55673683
